title,price,district,location,link
2-комнатная квартира · 63 м² · 3/9 этаж,32 000 000 〒,Е-10 2/1 — И. Омарова,"Есильский р-н, Е-10 2/1 — И. Омарова",https://krisha.kz/a/show/761734696
2-комнатная квартира · 52.7 м² · 6/9 этаж,24 505 500 〒,Жубан Молдагалиев,"Нура р-н, Жубан Молдагалиев",https://krisha.kz/a/show/760288632
3-комнатная квартира · 126.6 м²,от 54 515 200 〒,15/3,"Есильский р-н, Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3",https://krisha.kz/a/show/677730594
3-комнатная квартира · 74.3 м² · 6/15 этаж,43 500 000 〒,Мангилик Ел 17,"Есильский р-н, Мангилик Ел 17",https://krisha.kz/a/show/760953302
2-комнатная квартира · 36.1 м² · 13/25 этаж,22 300 000 〒,Тауелсиздик 25,"Алматы р-н, Тауелсиздик 25",https://krisha.kz/a/show/762266815
2-комнатная квартира · 80 м² · 9/12 этаж,65 500 000 〒,Толе би 50,"Есильский р-н, Толе би 50",https://krisha.kz/a/show/760885966
2-комнатная квартира · 51 м² · 11/12 этаж,20 500 000 〒,Жубанова 27,"Алматы р-н, Жубанова 27",https://krisha.kz/a/show/760335543
3-комнатная квартира · 93 м² · 9/9 этаж,36 500 000 〒,Сабира Рахимова 22,"р-н Байконур, Сабира Рахимова 22",https://krisha.kz/a/show/760018183
3-комнатная квартира · 68.75 м²,от 32 518 750 〒,Е 652 18,"Есильский р-н, Е 652 18",https://krisha.kz/a/show/695181025
3-комнатная квартира · 79.05 м²,от 41 738 400 〒,Туран 57/5,"Нура р-н, Туран 57/5",https://krisha.kz/a/show/696165563
2-комнатная квартира · 38.1 м² · 4/12 этаж,23 700 000 〒,Жубан Молдагалиев 5 — Чингиз Айтматова,"Нура р-н, Жубан Молдагалиев 5 — Чингиз Айтматова",https://krisha.kz/a/show/762030405
2-комнатная квартира · 44 м² · 3/12 этаж,22 700 000 〒,Чингиз Айтматов 77/9,"Сарыарка р-н, Чингиз Айтматов 77/9",https://krisha.kz/a/show/760834075
3-комнатная квартира · 88.35 м² · 4/9 этаж,44 500 000 〒,Сыганак 22/1 — Green Mall Зелёный квартал,"Нура р-н, Сыганак 22/1 — Green Mall Зелёный квартал",https://krisha.kz/a/show/1000202929
3-комнатная квартира · 67.66 м²,от 37 618 960 〒,Туран 57/5,"Нура р-н, Туран 57/5",https://krisha.kz/a/show/696165553
2-комнатная квартира · 59.25 м²,от 23 700 000 〒,Сафуан Шаймерденов 4/1,"Алматы р-н, Сафуан Шаймерденов 4/1",https://krisha.kz/a/show/695736650
3-комнатная квартира · 127 м² · 2/6 этаж,78 000 000 〒,Кайыма Мухамедханова,"Нура р-н, Кайыма Мухамедханова",https://krisha.kz/a/show/1000358543
3-комнатная квартира · 75.62 м²,от 36 524 460 〒,Е 915 12,"Есильский р-н, Е 915 12",https://krisha.kz/a/show/762070504
4-комнатная квартира · 138.74 м²,от 75 613 300 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883874
4-комнатная квартира · 138.74 м²,от 75 613 300 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883874
2-комнатная квартира · 54 м² · 3/12 этаж,33 300 000 〒,​Чингиз Айтматов 62,"Нура р-н, ​Чингиз Айтматов 62",https://krisha.kz/a/show/760932969
2-комнатная квартира · 44.7 м² · 2/16 этаж,21 500 000 〒,Казыбек би 41/1 — Улы Дала,"Есильский р-н, Казыбек би 41/1 — Улы Дала",https://krisha.kz/a/show/698916927
3-комнатная квартира · 100 м² · 3/9 этаж,58 000 000 〒,Акмешит 5А,Акмешит 5А,https://krisha.kz/a/show/695599082
1-комнатная квартира · 44.55 м²,от 18 265 500 〒,Е-779 32,"Есильский р-н, Е-779 32",https://krisha.kz/a/show/694508579
2-комнатная квартира · 41 м² · 4/18 этаж,27 000 000 〒,Е-36 9,"Нура р-н, Е-36 9",https://krisha.kz/a/show/1000148492
4-комнатная квартира · 84.9 м² · 10/10 этаж,32 000 000 〒,Б. Момышулы — Бауыржан Момышұлы,"Алматы р-н, Б. Момышулы — Бауыржан Момышұлы",https://krisha.kz/a/show/761843942
1-комнатная квартира · 40 м² · 6/12 этаж,19 500 000 〒,Бухар жырау 32 — Бокейхана,"Есильский р-н, Бухар жырау 32 — Бокейхана",https://krisha.kz/a/show/699843843
2-комнатная квартира · 56.3 м² · 14 этаж,36 900 000 〒,Шамши Калдаяков 8 — Калдаякова,"Алматы р-н, Шамши Калдаяков 8 — Калдаякова",https://krisha.kz/a/show/762022750
1-комнатная квартира · 34.45 м²,от 18 396 300 〒,Е 103 5,"Нура р-н, Е 103 5",https://krisha.kz/a/show/760068647
1-комнатная квартира · 54.86 м²,от 24 687 000 〒,Култегин 17,"Нура р-н, Култегин 17",https://krisha.kz/a/show/677885335
2-комнатная квартира · 40.6 м² · 5/12 этаж,27 000 000 〒,Жубан Молдагалиев 3,"Нура р-н, Жубан Молдагалиев 3",https://krisha.kz/a/show/762067181
1-комнатная квартира · 38.3 м²,от 21 294 800 〒,Улы Дала,"Есильский р-н, Улы Дала",https://krisha.kz/a/show/687812555
3-комнатная квартира · 61 м² · 6/13 этаж,38 000 000 〒,Туркестан 14 — Орынбор,"Есильский р-н, Туркестан 14 — Орынбор",https://krisha.kz/a/show/692611934
2-комнатная квартира · 75 м² · 6/8 этаж,53 300 000 〒,Акмешит 19,"Есильский р-н, Акмешит 19",https://krisha.kz/a/show/761821614
3-комнатная квартира · 51 м² · 1/5 этаж,19 000 000 〒,Баркытбел 28,"Сарыарка р-н, Баркытбел 28",https://krisha.kz/a/show/684339872
1-комнатная квартира · 41 м² · 3/9 этаж,25 000 000 〒,Мангилик Ел пересечение улиц Мангилик ел и — Хусейн бен ТалалХусейн бен Талал,"Есильский р-н, Мангилик Ел пересечение улиц Мангилик ел и — Хусейн бен ТалалХусейн бен Талал",https://krisha.kz/a/show/760418119
2-комнатная квартира · 68 м² · 4/9 этаж,47 000 000 〒,Туран 57/4 — Бухар Жырау и Туран,"Нура р-н, Туран 57/4 — Бухар Жырау и Туран",https://krisha.kz/a/show/699230697
2-комнатная квартира · 64 м² · 12/14 этаж,43 000 000 〒,Анет баба 6 — Ханшатыра,"Нура р-н, Анет баба 6 — Ханшатыра",https://krisha.kz/a/show/692082510
1-комнатная квартира · 37.5 м² · 4/6 этаж,13 500 000 〒,Армандастар 2/3 — Район Учхоз,"Алматы р-н, Армандастар 2/3 — Район Учхоз",https://krisha.kz/a/show/697707924
3-комнатная квартира · 72 м² · 10/14 этаж,47 000 000 〒,Туран 54 — Бухар Жырау,"Есильский р-н, Туран 54 — Бухар Жырау",https://krisha.kz/a/show/695626129
4-комнатная квартира · 107 м² · 2/11 этаж,66 000 000 〒,Орынбор 12 — СУПЕР ЦЕНА,"Есильский р-н, Орынбор 12 — СУПЕР ЦЕНА",https://krisha.kz/a/show/694030053
2-комнатная квартира · 68.5 м² · 6/10 этаж,35 800 000 〒,Туран 58,"Есильский р-н, Туран 58",https://krisha.kz/a/show/762110032
4-комнатная квартира · 141 м² · 15/38 этаж,85 000 000 〒,Желтоксан 2/3,"Сарыарка р-н, Желтоксан 2/3",https://krisha.kz/a/show/693188985
1-комнатная квартира · 45.85 м² · 20/22 этаж,32 700 000 〒,Манглик Ел 56 110,Манглик Ел 56 110,https://krisha.kz/a/show/1000231609
1-комнатная квартира · 43 м² · 5/19 этаж,19 000 000 〒,Сафуан Шаймерденов А блок — Район нового вокзала,"Алматы р-н, Сафуан Шаймерденов А блок — Район нового вокзала",https://krisha.kz/a/show/695723899
2-комнатная квартира · 85 м² · 3/14 этаж,34 500 000 〒,Косшыгулулы 7 — 10 поликлиника напротив,"Сарыарка р-н, Косшыгулулы 7 — 10 поликлиника напротив",https://krisha.kz/a/show/760078758
2-комнатная квартира · 70.34 м²,от 39 531 080 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761882781
2-комнатная квартира · 46.2 м² · 7/9 этаж,37 500 000 〒,Туран 43/5,"Нура р-н, Туран 43/5",https://krisha.kz/a/show/1000386672
1-комнатная квартира · 36 м² · 1/5 этаж,14 300 000 〒,Жумабаева 9 — Петрова,"Алматы р-н, Жумабаева 9 — Петрова",https://krisha.kz/a/show/762159163
3-комнатная квартира · 119.2 м² · 7/10 этаж,58 000 000 〒,Сейфуллина — Сейфуллина 40,"Сарыарка р-н, Сейфуллина — Сейфуллина 40",https://krisha.kz/a/show/694443182
3-комнатная квартира · 67.8 м² · 3/9 этаж,46 500 000 〒,Ильяс Омаров 2 — И. Омарова,"Есильский р-н, Ильяс Омаров 2 — И. Омарова",https://krisha.kz/a/show/686271711
1-комнатная квартира · 46.1 м² · 5/12 этаж,45 000 000 〒,Туркестан 28/1,"Есильский р-н, Туркестан 28/1",https://krisha.kz/a/show/1000222816
3-комнатная квартира · 78.1 м² · 2/9 этаж,28 900 000 〒,А62 участок 2 — Нового вокзала,"Алматы р-н, А62 участок 2 — Нового вокзала",https://krisha.kz/a/show/760775766
3-комнатная квартира · 94 м² · 2/12 этаж,56 500 000 〒,Сыганак — Хан Шатыр Зеленый Квартал,"Нура р-н, Сыганак — Хан Шатыр Зеленый Квартал",https://krisha.kz/a/show/695482670
2-комнатная квартира · 38 м² · 4/9 этаж,25 900 000 〒,Туран 57/5 — Бухар Жырау,"Нура р-н, Туран 57/5 — Бухар Жырау",https://krisha.kz/a/show/761323482
2-комнатная квартира · 45 м² · 3/17 этаж,33 700 000 〒,— Бухар Жырау,"Есильский р-н, Туран 52/2, — Бухар Жырау",https://krisha.kz/a/show/761766496
1-комнатная квартира · 43.5 м² · 8/9 этаж,20 800 000 〒,Коргалжынское шоссе,"Нура р-н, Мухамедханова 45/1 — Школа гимназия 90, Коргалжынское шоссе",https://krisha.kz/a/show/691782690
4-комнатная квартира · 138.75 м²,от 97 125 000 〒,Кайым Мухамедханов 6/1,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968794
2-комнатная квартира · 70.05 м² · 14/17 этаж,35 000 000 〒,Улы Дала — Толе Би,"Нура р-н, Улы Дала — Толе Би",https://krisha.kz/a/show/760886544
3-комнатная квартира · 100 м² · 6/12 этаж,110 000 000 〒,Толе Би 48/1 — ЕК-32,"Есильский р-н, Толе Би 48/1 — ЕК-32",https://krisha.kz/a/show/699277085
2-комнатная квартира · 62.85 м²,от 31 613 550 〒,Е-15 5,"Нура р-н, Е-15 5",https://krisha.kz/a/show/762069033
1-комнатная квартира · 36 м² · 7/10 этаж,17 800 000 〒,Ж.Нажимеденова — ГОРЯЩИЙ ВАРИАНТ,"Алматы р-н, Ж.Нажимеденова — ГОРЯЩИЙ ВАРИАНТ",https://krisha.kz/a/show/1000357904
2-комнатная квартира · 57 м² · 8/8 этаж,39 000 000 〒,Тауелсиздик 21-25,"Алматы р-н, Тауелсиздик 21-25",https://krisha.kz/a/show/761297467
3-комнатная квартира · 95.2 м² · 4/10 этаж,59 500 000 〒,Е-32 22 — Коргалжинское шоссе,"Есильский р-н, Е-32 22 — Коргалжинское шоссе",https://krisha.kz/a/show/762321560
1-комнатная квартира · 37.6 м² · 1/4 этаж,18 500 000 〒,Е 496 10/2 — УДП,"Есильский р-н, Е 496 10/2 — УДП",https://krisha.kz/a/show/761136419
1-комнатная квартира · 42 м² · 8/9 этаж,24 000 000 〒,Улы Дала 63,"Есильский р-н, Улы Дала 63",https://krisha.kz/a/show/761975492
2-комнатная квартира · 48.3 м² · 3/9 этаж,29 000 000 〒,Роза Багланова 4 — E-51,"Есильский р-н, Роза Багланова 4 — E-51",https://krisha.kz/a/show/761630165
1-комнатная квартира · 36 м² · 4/12 этаж,16 500 000 〒,Кумисбекова 7/1,Кумисбекова 7/1,https://krisha.kz/a/show/699790960
3-комнатная квартира · 100.1 м² · 4/8 этаж,79 500 000 〒,Мангилик ел 36 — Напротив Триумфальной арки,"Есильский р-н, Мангилик ел 36 — Напротив Триумфальной арки",https://krisha.kz/a/show/690671099
2-комнатная квартира · 63 м² · 5/17 этаж,25 000 000 〒,Сатпаева,"Алматы р-н, Сатпаева",https://krisha.kz/a/show/1000289056
1-комнатная квартира · 43.8 м² · 5/7 этаж,22 000 000 〒,Аль Фараби,"Есильский р-н, Аль Фараби",https://krisha.kz/a/show/761656605
1-комнатная квартира · 36 м² · 8/9 этаж,18 500 000 〒,мухамедханова,"Есильский р-н, Кайыма Мухамедханова 16 — Айтеке би, мухамедханова",https://krisha.kz/a/show/760988149
1-комнатная квартира · 40 м² · 15/17 этаж,21 000 000 〒,А. Байтурсынова 32/2 — Вокзал Нурлы Жол,"Алматы р-н, А. Байтурсынова 32/2 — Вокзал Нурлы Жол",https://krisha.kz/a/show/761252402
1-комнатная квартира · 39.33 м² · 5/5 этаж,13 000 000 〒,Кургальжинское шоссе 104,"Есильский р-н, Кургальжинское шоссе 104",https://krisha.kz/a/show/1000204732
4-комнатная квартира · 118 м² · 4/10 этаж,81 500 000 〒,Бокейхана 25,"Есильский р-н, Бокейхана 25",https://krisha.kz/a/show/762299519
1-комнатная квартира · 43.6 м² · 7/9 этаж,21 000 000 〒,Жайдарман 1 — Момышулы Тауелсиздик,"Алматы р-н, Жайдарман 1 — Момышулы Тауелсиздик",https://krisha.kz/a/show/760857082
2-комнатная квартира · 71.7 м² · 7/8 этаж,75 000 000 〒,Тауелсиздик 21-25,"Алматы р-н, Тауелсиздик 21-25",https://krisha.kz/a/show/1000222626
2-комнатная квартира · 90 м² · 8/8 этаж,42 500 000 〒,Мангилик Ел 27 — Орынбор,"Есильский р-н, Мангилик Ел 27 — Орынбор",https://krisha.kz/a/show/760675881
2-комнатная квартира · 62.05 м²,от 24 199 500 〒,А62,"Алматы р-н, А62",https://krisha.kz/a/show/682153344
2-комнатная квартира · 62.05 м²,от 24 199 500 〒,А62,"Алматы р-н, А62",https://krisha.kz/a/show/682153344
3-комнатная квартира · 79.18 м²,от 39 669 180 〒,Туран 57д,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761729457
1-комнатная квартира · 41 м² · 5/9 этаж,21 800 000 〒,Улы Дала — Улы дала,"Есильский р-н, Улы Дала — Улы дала",https://krisha.kz/a/show/1000122087
2-комнатная квартира · 53.2 м² · 11/16 этаж,28 000 000 〒,Мангилик Ел 17 — Улица Алматы и проспект Мангилик ел,"Есильский р-н, Мангилик Ел 17 — Улица Алматы и проспект Мангилик ел",https://krisha.kz/a/show/760333442
4-комнатная квартира · 179 м² · 12/18 этаж,210 000 000 〒,Динмухамеда Кунаева 8а,"Есильский р-н, Динмухамеда Кунаева 8а",https://krisha.kz/a/show/691995136
3-комнатная квартира · 67.5 м² · 4/6 этаж,24 500 000 〒,Құдайбердіұлы — Поликлиника № 7,"Алматы р-н, Құдайбердіұлы — Поликлиника № 7",https://krisha.kz/a/show/1000134011
2-комнатная квартира · 84 м² · 14/22 этаж,26 999 999 〒,Нажимеденова 10,"Алматы р-н, Нажимеденова 10",https://krisha.kz/a/show/762168237
1-комнатная квартира · 50.45 м² · 6/9 этаж,25 000 000 〒,Каршыга Ахмедьярова,"Алматы р-н, Каршыга Ахмедьярова",https://krisha.kz/a/show/686016732
3-комнатная квартира · 97.21 м²,от 52 396 190 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883390
2-комнатная квартира · 51.4 м²,от 29 349 400 〒,Е-15 5,"Нура р-н, Е-15 5",https://krisha.kz/a/show/762069026
3-комнатная квартира · 75 м²,68 000 000 〒,Мангилик Ел 61,"Есильский р-н, Мангилик Ел 61",https://krisha.kz/a/show/761860426
1-комнатная квартира · 36 м² · 4/5 этаж,17 500 000 〒,Бердибек Сокпакбаев 14/4 — Возле 10 поликлиники,"Сарыарка р-н, Бердибек Сокпакбаев 14/4 — Возле 10 поликлиники",https://krisha.kz/a/show/761375256
1-комнатная квартира · 41 м² · 6/18 этаж,21 900 000 〒,Сарайшык,"Есильский р-н, Сарайшык",https://krisha.kz/a/show/699530794
1-комнатная квартира · 32 м² · 5/9 этаж,16 900 000 〒,39/3,"Ахмет Байтурсынулы 39, 39/1, 39/2, 39/3",https://krisha.kz/a/show/1000362563
2-комнатная квартира · 42 м² · 9/10 этаж,23 700 000 〒,Кайым Мухамедханов 47 — Айтматова - Мухамедханова,"Есильский р-н, Кайым Мухамедханов 47 — Айтматова - Мухамедханова",https://krisha.kz/a/show/762177952
2-комнатная квартира · 67 м² · 2/7 этаж,63 000 000 〒,Шамши Калдаякова 6,"Алматы р-н, Шамши Калдаякова 6",https://krisha.kz/a/show/762254798
2-комнатная квартира · 51 м² · 5/6 этаж,19 500 000 〒,Суворова 16,"Сарыарка р-н, Суворова 16",https://krisha.kz/a/show/762303784
1-комнатная квартира · 35.4 м² · 1/9 этаж,21 950 000 〒,Кайым Мухамедханов 21/2,"Нура р-н, Кайым Мухамедханов 21/2",https://krisha.kz/a/show/1000258659
2-комнатная квартира · 44 м² · 11/12 этаж,19 999 990 〒,Чингиз Айтматов- СРОЧНО по цене застройщика 77/10,"Сарыарка р-н, Чингиз Айтматов- СРОЧНО по цене застройщика 77/10",https://krisha.kz/a/show/761957475
2-комнатная квартира · 77 м² · 8/12 этаж,31 000 000 〒,Кошкарбаева — Кошкарбаева-Нурмагамбетова,"Алматы р-н, Кошкарбаева — Кошкарбаева-Нурмагамбетова",https://krisha.kz/a/show/1000231530
1-комнатная квартира · 42.7 м² · 9/9 этаж,28 700 000 〒,набережная Есиль,"Есильский р-н, Сарайшык 9 — Байтерек, Дом министерств, Министерство обороны, МИД, КТЖ, КМГ, Казмедиа орталыгы, Керуен, Парк Жетiсу, набережная Есиль",https://krisha.kz/a/show/761123277
3-комнатная квартира · 72 м² · 10/18 этаж,30 999 999 〒,Сарайшык,"Есильский р-н, Сарайшык",https://krisha.kz/a/show/762055623
4-комнатная квартира · 127 м² · 14/18 этаж,72 000 000 〒,Улы Дала 53 — Мангилик ел,"Есильский р-н, Улы Дала 53 — Мангилик ел",https://krisha.kz/a/show/760758235
1-комнатная квартира · 30 м² · 5/5 этаж,12 500 000 〒,Есенберлина 13/1,"Сарыарка р-н, Есенберлина 13/1",https://krisha.kz/a/show/761528412
2-комнатная квартира · 65 м² · 30/36 этаж,28 700 000 〒,Достык 5 — Возле ТРЦ Керуен,"Есильский р-н, Достык 5 — Возле ТРЦ Керуен",https://krisha.kz/a/show/690491504
3-комнатная квартира · 84.8 м² · 7/10 этаж,48 000 000 〒,Мухамедханова 20 — Айтматова,"Нура р-н, Мухамедханова 20 — Айтматова",https://krisha.kz/a/show/761662912
4-комнатная квартира · 180 м² · 14/20 этаж,85 000 000 〒,Калдаякова 1,"Алматы р-н, Калдаякова 1",https://krisha.kz/a/show/761047772
2-комнатная квартира · 55.75 м²,от 36 739 250 〒,Туран 57д,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761728317
3-комнатная квартира · 104.27 м²,от 76 221 370 〒,Бухар жырау 20,"Нура р-н, Бухар жырау 20",https://krisha.kz/a/show/697909165
1-комнатная квартира · 29 м² · 5/5 этаж,9 999 999 〒,Жубанова 6,"р-н Байконур, Жубанова 6",https://krisha.kz/a/show/762028501
1-комнатная квартира · 32.3 м² · 6/9 этаж,17 200 000 〒,Ахмет Байтурсынулы 39/2,"Сарайшык р-н, Ахмет Байтурсынулы 39/2",https://krisha.kz/a/show/762106127
2-комнатная квартира · 61.2 м² · 1/7 этаж,29 500 000 〒,Пр.Ал-Фараби 24 — Улы  дала,"Есильский р-н, Пр.Ал-Фараби 24 — Улы  дала",https://krisha.kz/a/show/680429935
3-комнатная квартира · 94 м² · 14/17 этаж,75 500 000 〒,52/7,"Есильский р-н, Туран 52/5, 52/6, 52/7",https://krisha.kz/a/show/1000386166
2-комнатная квартира · 50.52 м²,от 25 260 000 〒,Сыганак 12,"Нура р-н, Сыганак 12",https://krisha.kz/a/show/699979995
2-комнатная квартира · 46 м² · 9/9 этаж,23 500 000 〒,Култегин 23,"Нура р-н, Култегин 23",https://krisha.kz/a/show/761283211
4-комнатная квартира · 118 м² · 12/23 этаж,49 000 000 〒,Калибек Куанышбаева 12/1 — Байтурсынова,"Алматы р-н, Калибек Куанышбаева 12/1 — Байтурсынова",https://krisha.kz/a/show/684652600
2-комнатная квартира · 59 м² · 4/6 этаж,22 000 000 〒,Тынышбаева,"Алматы р-н, Тынышбаева",https://krisha.kz/a/show/688834291
3-комнатная квартира · 104.9 м²,от 45 107 000 〒,Толе би 53,"Нура р-н, Толе би 53",https://krisha.kz/a/show/679156759
2-комнатная квартира · 122.5 м²,от 52 736 250 〒,15/3,"Есильский р-н, Е-321 17/3,17/2, 17/1, 15/1, 15/2, 15/3",https://krisha.kz/a/show/686087381
2-комнатная квартира · 50 м² · 6/14 этаж,29 500 000 〒,NAZARBAYEV UNIVERSITY,"Есильский р-н, Толе би 14 — EXPO, NAZARBAYEV UNIVERSITY",https://krisha.kz/a/show/760982180
2-комнатная квартира · 37 м² · 7/12 этаж,21 600 000 〒,Ахмет Байтурсынулы 18,"Алматы р-н, Ахмет Байтурсынулы 18",https://krisha.kz/a/show/761857030
3-комнатная квартира · 82 м² · 5/5 этаж,27 500 000 〒,Кудайбердиулы,"Алматы р-н, Кудайбердиулы",https://krisha.kz/a/show/761835526
1-комнатная квартира · 35 м² · 10/17 этаж,21 999 999 〒,Вдоль ул. 37 2/1,"Есильский р-н, Вдоль ул. 37 2/1",https://krisha.kz/a/show/1000266055
1-комнатная квартира · 37 м² · 7/12 этаж,22 500 000 〒,Чингиз Айтматов 77/10 — Айтматова 77/10,"Сарыарка р-н, Чингиз Айтматов 77/10 — Айтматова 77/10",https://krisha.kz/a/show/1000113526
2-комнатная квартира · 67 м² · 4/7 этаж,56 000 000 〒,Шамши Калдаякова 3,"Алматы р-н, Шамши Калдаякова 3",https://krisha.kz/a/show/761723736
2-комнатная квартира · 57 м² · 5/7 этаж,25 500 000 〒,Маметова 10,"Нура р-н, Маметова 10",https://krisha.kz/a/show/762173580
3-комнатная квартира · 71.1 м² · 7/8 этаж,49 700 000 〒,Улы Дала 65/2,"Есильский р-н, Улы Дала 65/2",https://krisha.kz/a/show/762303809
5-комнатная квартира · 213 м² · 4 этаж,260 000 000 〒,Байтурсынова 9 — INVICTUS,"Алматы р-н, Байтурсынова 9 — INVICTUS",https://krisha.kz/a/show/761663283
1-комнатная квартира · 40 м² · 3/9 этаж,22 499 000 〒,Толе би 46 — Е-10,"Нура р-н, Толе би 46 — Е-10",https://krisha.kz/a/show/761823803
2-комнатная квартира · 57.5 м² · 6/9 этаж,29 000 000 〒,М. Маметовой 12,"Нура р-н, М. Маметовой 12",https://krisha.kz/a/show/762334197
2-комнатная квартира · 43.5 м² · 5/5 этаж,19 000 000 〒,Кабанбай батыра 105 А,"Есильский р-н, Кабанбай батыра 105 А",https://krisha.kz/a/show/1000331967
2-комнатная квартира · 65 м² · 16/17 этаж,37 000 000 〒,Анет баба 7,"Есильский р-н, Анет баба 7",https://krisha.kz/a/show/1000260541
1-комнатная квартира · 44.4 м² · 6 этаж,29 000 000 〒,Улы Дала 29 — Толе Би,"Нура р-н, Улы Дала 29 — Толе Би",https://krisha.kz/a/show/762074238
2-комнатная квартира · 56 м² · 4/12 этаж,28 000 000 〒,Бейбарыс Султан — ЖК Рио-де-Жанейро 2,"Сарыарка р-н, Бейбарыс Султан — ЖК Рио-де-Жанейро 2",https://krisha.kz/a/show/1000223145
2-комнатная квартира · 61 м² · 7/16 этаж,32 500 000 〒,Ж.Нажимеденова 54,"Алматы р-н, Ж.Нажимеденова 54",https://krisha.kz/a/show/761891945
1-комнатная квартира · 43.87 м²,от 35 710 180 〒,Кайым Мухамедханов 6/1,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968789
3-комнатная квартира · 85.79 м²,от 48 492 797 〒,Тауелсиздик — Б. Момышулы,"Алматы р-н, Тауелсиздик — Б. Момышулы",https://krisha.kz/a/show/685955081
1-комнатная квартира · 35 м² · 11/16 этаж,20 900 000 〒,Аль-Фараби 32 — Улы Дала,"Есильский р-н, Аль-Фараби 32 — Улы Дала",https://krisha.kz/a/show/1000289758
1-комнатная квартира · 38.1 м² · 5/7 этаж,22 999 999 〒,Аманжол Бөлекпаев 10,"Сарайшык р-н, Аманжол Бөлекпаев 10",https://krisha.kz/a/show/1000179465
3-комнатная квартира · 110.8 м²,от 56 508 000 〒,А-191 4,"Сарайшык р-н, А-191 4",https://krisha.kz/a/show/699607423
3-комнатная квартира · 70.92 м²,от 39 076 920 〒,Сагадат Нурмагамбетов 17,"Алматы р-н, Сагадат Нурмагамбетов 17",https://krisha.kz/a/show/698215356
2-комнатная квартира · 67 м² · 3/24 этаж,27 500 000 〒,Сарайшык 5 Д,"Есильский р-н, Сарайшык 5 Д",https://krisha.kz/a/show/761988454
3-комнатная квартира · 64 м² · 4/5 этаж,27 000 000 〒,Таха Хусейн 2/1 — Гостиница Сан Марино,"р-н Байконур, Таха Хусейн 2/1 — Гостиница Сан Марино",https://krisha.kz/a/show/699147724
3-комнатная квартира · 109.71 м²,от 55 238 985 〒,Мангилик Ел — Хусейн бен Талал,"Есильский р-н, Мангилик Ел — Хусейн бен Талал",https://krisha.kz/a/show/689288589
3-комнатная квартира · 93.4 м² · 6/7 этаж,49 500 000 〒,Аль-Фараби пр-т 16,"Есильский р-н, Аль-Фараби пр-т 16",https://krisha.kz/a/show/1000314889
2-комнатная квартира · 67.2 м² · 5/20 этаж,33 500 000 〒,Ш. Айтматова 53 — Шоссе Коргалжын,"Есильский р-н, Ш. Айтматова 53 — Шоссе Коргалжын",https://krisha.kz/a/show/761851241
3-комнатная квартира · 128 м² · 5/5 этаж,52 000 000 〒,Бараева 21,"р-н Байконур, Бараева 21",https://krisha.kz/a/show/762326233
2-комнатная квартира · 46 м² · 10/10 этаж,18 500 000 〒,А. Бөкейхан 28,"Есильский р-н, А. Бөкейхан 28",https://krisha.kz/a/show/761521478
2-комнатная квартира · 52.01 м²,от 32 402 230 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761882772
3-комнатная квартира · 77.99 м²,от 42 114 600 〒,Бухар жырау 57/6,"Нура р-н, Бухар жырау 57/6",https://krisha.kz/a/show/698216663
2-комнатная квартира · 54.4 м² · 5/7 этаж,26 000 000 〒,Маншук Маметовой 2/1,"Нура р-н, Маншук Маметовой 2/1",https://krisha.kz/a/show/698444030
1-комнатная квартира · 40 м² · 9/10 этаж,25 000 000 〒,А. Бокейханова 13 — керей жанибек хандар,"Есильский р-н, А. Бокейханова 13 — керей жанибек хандар",https://krisha.kz/a/show/1000385796
2-комнатная квартира · 38 м² · 6/14 этаж,27 000 000 〒,проспект Туран 65а — проспект Улы Дала,"Нура р-н, проспект Туран 65а — проспект Улы Дала",https://krisha.kz/a/show/1000217288
3-комнатная квартира · 77.54 м²,от 37 374 280 〒,Е 915 12,"Есильский р-н, Е 915 12",https://krisha.kz/a/show/762070506
5-комнатная квартира · 166 м² · 6/8 этаж,155 000 000 〒,Мангилик ел 30 — Триумфальная арка,"Есильский р-н, Мангилик ел 30 — Триумфальная арка",https://krisha.kz/a/show/692166845
4-комнатная квартира · 110 м² · 5/20 этаж,80 000 000 〒,Кабанбай батыра 43 Г — Ботанический сад,"Есильский р-н, Кабанбай батыра 43 Г — Ботанический сад",https://krisha.kz/a/show/699304754
2-комнатная квартира · 42 м² · 6/9 этаж,24 990 000 〒,Әнет баба 9/3,"Есильский р-н, Әнет баба 9/3",https://krisha.kz/a/show/1000185617
2-комнатная квартира · 57 м² · 10/13 этаж,24 500 000 〒,Брусиловского,"р-н Байконур, Брусиловского",https://krisha.kz/a/show/1000357998
