title,price,district,location,link,region_clean,house_type,year_built,floor,ceiling_height,complex,condition,area,description
3-комнатная квартира · 60.5 м² · 4/5 этаж,14 500 000 〒,,Ломоносова 33,https://krisha.kz/a/show/760524205,,кирпичный,1989,4 из 5,,,,60.5 м²,"Продаётся уютная трёхкомнатная квартира на четвёртом этаже пятиэтажного кирпичного дома. Отличная планировка: все комнаты изолированы, раздельный санузел, просторная лоджия (6 метров). В квартире выполнен свежий косметический ремонт, что позволяет сразу заехать и жить. Для вашего комфорта остаются водонагреватель и современный кухонный гарнитур, а также частичная меблировка. Спокойный район, доброжелательные соседи. Возможен разумный торг. Звоните, чтобы записаться на просмотр!"
2-комнатная квартира · 45 м² · 2/5 этаж,8 500 000 〒,,Машхур Жусупа 31А,https://krisha.kz/a/show/760744766,,панельный,1967,2 из 5,,,,45 м²,"Продается 2-комнатная квартира по адресу: Машхур Жусупа, 31А, 2 этаж из 5. Уютная и теплая квартира с пластиковыми окнами, которая обеспечит вам комфортное проживание. Отличное расположение — рядом Школа №6, Детский сад №2, магазин ""Кайрат"" и медицинский центр ""Family"". Все необходимые объекты инфраструктуры находятся в шаговой доступности, что делает это место идеальным для семьи с детьми. Не упустите возможность стать владельцем этой замечательной квартиры! Торг!"
2-комнатная квартира · 44 м² · 4/5 этаж,9 500 000 〒,,Энергетиктер 77,https://krisha.kz/a/show/698476877,,панельный,1979,4 из 5,,,,44 м²,"Комнаты изолированы.

Продается 2-комнатная квартира в удобном и развитом районе — 19 микрорайон! Квартира с косметическим ремонтом, что позволяет сразу заехать и жить, либо легко обновить интерьер под свой вкус. Рядом с домом отличная инфраструктура: супермаркет SMALL, ТОЦ “Сауле”, Муниципальный рынок, Народный базар, церковь, а также культурный центр “Өнер”. Транспортная доступность на высоте — рядом остановка с маршрутами во все направления города. Квартира находится в доме, который обслуживает КСК «Энергетик», соседи дружелюбные и спокойные. Рядом школы №9 и №11, детский сад, а во дворе есть детская площадка. Отличный вариант для тех, кто ищет удобное жилье в обжитом районе. Звоните, чтобы успеть на просмотр!"
4-комнатная квартира · 74.6 м² · 4/5 этаж,16 500 000 〒,,Маргулана 3 А,https://krisha.kz/a/show/698133063,,кирпичный,1997,4 из 5,,,,74.6 м²,"Продается четырехкомнатная квартира на четвертом этаже пятиэтажного кирпичного дома 1997 года постройки. Квартира частично меблирована, все комнаты изолированы, что создает комфорт для проживания семьи. Квартира улучшенной планировки, что добавляет удобства. Окна выходят на две стороны, обеспечивая хорошую освещенность. Застекленная лоджия. В квартире установлены счетчики на воду и Электроэнергию, что позволяет контролировать расходы. Дом находится в тихом спальном районе с дружными соседями."
2-комнатная квартира · 46 м² · 4/5 этаж,11 000 000 〒,,Пшембаева 29а,https://krisha.kz/a/show/698153972,,панельный,1978,4 из 5,,,,46 м²,Квартиру меняю на дом с моей небольшой доплатой.
4-комнатная квартира · 78.7 м² · 2/5 этаж,16 500 000 〒,,Маргулана 3А,https://krisha.kz/a/show/697483074,,панельный,1997,2 из 5,,,,78.7 м²,"Продается уютная 4-комнатная квартира общей площадью 78.7 кв. метров в тихом, спальном районе. В квартире сделан свежий ремонт с перепланировкой. Особенности квартиры: Площадь: 78.7 кв. метров. Хороший свежий ремонт. Большой застекленный балкон. Две кладовые: одна внутри квартиры, вторая с отдельным входом с улицы. Удобная планировка. Дополнительные преимущества: Только две квартиры на площадке. Чистый подъезд. Детская игровая площадка во дворе. Инфраструктура: Рядом сквер с памятником А. Кунанбаева и фонтаном. В шаговой доступности автовокзал, ж/д вокзал. Рядом магазин ""Сказка+"". Эта квартира идеально подойдет для семьи или как инвестиция в арендный бизнес. звоните прямо сейчас, чтобы договориться о просмотре!"
2-комнатная квартира · 50 м² · 4/5 этаж,12 000 000 〒,,Шешембекова 13,https://krisha.kz/a/show/697484535,,панельный,1984,4 из 5,,,,50 м²,"продается уютная двухкомнатная квартира в самом центре города на 4 этаже 5-этажного дома. Квартира в отличном состоянии: новые утепленные полы, вытянутые ровные потолки. Балкон выполнен из ПВХ с качественным ремонтом. Особенностью квартиры является ее отличная теплоизоляция и выход окон на три стороны, что обеспечивает хорошее естественное освещение и вентиляцию. В спальне установлена встроенная гардеробная, что оптимизирует использование пространства. Рядом с домом находится парк Шахтер, а также учебные заведения: школы №24 и №13, детские сады №5, №15, №24, поликлиника №1. Район также известен своей развитой инфраструктурой с магазинами и кафе, что делает его идеальным местом для комфортного проживания. документы на квартиру в полном порядке, без обременений и залогов. Возможен торг для реального покупателя."
2-комнатная квартира · 38.7 м² · 4/9 этаж,8 500 000 〒,,Сатпаева 50,https://krisha.kz/a/show/699718045,,панельный,1984,4 из 9,,,,38.7 м²,"Продается 2-комнатная квартира по адресу: Сатпаева, 50 Состояние: Улучшенная черновая отделка, что позволяет сделать ремонт на свой вкус. Установлены новые пластиковые окна, обеспечивающие хорошую шумоизоляцию и тепло в квартире. Лоджия в чистом виде, готова к использованию. Балкон чистый, с утепленной стеной, что добавляет дополнительный комфорт и функциональное пространство. Дополнительная информация: Квартира готовилась для собственного проживания, сделано всё добротно и с заботой о деталях. В связи с обстоятельствами за квартирой некому следить, поэтому она пустует и готова к продаже. Удобная планировка, просторные комнаты. Отличный вариант для семьи или для тех, кто хочет сделать ремонт по собственному проекту. Звоните для получения дополнительной информации или записи на просмотр! Квартира ждет своих новых хозяев."
2-комнатная квартира · 50.2 м² · 2/6 этаж,16 000 000 〒,,Шакарим 1,https://krisha.kz/a/show/1000221229,,панельный,1990,2 из 6,2.5 м,,,"50.2 м², Площадь кухни — 8.6 м²","Продам 2-х комнатную квартиру по адресу Шакарим 1 (относительно недалеко 1 поликлиника, парк Шахтёр, Small, 4 школа). 
6-ти этажный дом, сама кв. на 2-м этаже. 
Имеются пластиковые окна, батареи металл-пластик, раздельный санузел. Квартира теплая, 50, 2м²."
3-комнатная квартира · 64 м² · 1/6 этаж,7 000 000 〒,,Конституция,https://krisha.kz/a/show/762151359,,панельный,1988,1 из 6,2 м,,,"64 м², Площадь кухни — 18 м²",продам квартиру с мебелью
2-комнатная квартира · 50.7 м² · 5/5 этаж,10 000 000 〒,,Шакарим 5,https://krisha.kz/a/show/1000114076,,,1988,5 из 5,,,"не новый, но аккуратный ремонт",50.7 м²,город Экибастуз ，улица Шакарим 5，кв 79，5/5. 2-х комнатная квартира ，отдельно кухня ，застекленный балкон. Рядом школа ，больница ，поликлиника .
2-комнатная квартира · 54 м² · 2/9 этаж,13 000 000 〒,,М.Ауэзова 21/2 — М.Ауэзова и М. Жусупа,https://krisha.kz/a/show/696613811,,панельный,1987,2 из 9,2.7 м,,"не новый, но аккуратный ремонт","54 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, счётчики, тихий двор.

Отличная квартира в самом центре Экибастуза. Рядом есть все необходимое: школа, дет сады, магазины, торговые центры. Двор асфальтированный и благоустроенный (футбольное поле, новые детские площадки, зимой катком). Балкон застеклен утеплен обшит. Входная дверь новая. Освещение во дворе хорошее. 13 мл за наличку. 12 500 000 окончательно"
4-комнатная квартира · 90 м² · 5/9 этаж,33 000 000 〒,,Ауэзова,https://krisha.kz/a/show/672759282,,панельный,2007,5 из 9,2.5 м,,свежий ремонт,"90 м², Площадь кухни — 9 м²","Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор.

Продам тёплую, просторную 4-х комнатную квартиру в центре города. 5А микрорайон, этаж 5 из 9, на площадке 2 квартиры. В шаговой доступности ТД Сарыарка, Болашак +, Maxi Mall, школы, детские сады, Спорт комплекс Жасыбай. торг уместен, рассмотрим"
1-комнатная квартира · 29 м² · 5/5 этаж,8 000 000 〒,,Ул Б Момышулы 68 — Смол магазин Авганскипарк,https://krisha.kz/a/show/761895601,,панельный,1979,5 из 5,2.5 м,,,"29 м², Площадь кухни — 29 м²",
4-комнатная квартира · 94 м² · 7/9 этаж,25 500 000 〒,,Ауэзова,https://krisha.kz/a/show/760785837,,,1993,7 из 9,,,свежий ремонт,94 м²,"Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Отличная, тёплая 4 комн. кв. у/п, все счётчики. Свежий евро ремонт. Центр, р/н ТД Сарыарка."
3-комнатная квартира · 58.8 м² · 5/5 этаж,12 000 000 〒,,Кеншилер 12а — Сказка богатырь,https://krisha.kz/a/show/690265291,,панельный,1967,5 из 5,2.5 м,,"не новый, но аккуратный ремонт",58.8 м²,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор.

продам 3-ком кв. в центре города возле богатырь универсам квартира светлая, сквозные окна летом прохладно зимой тепло. крыша не бежит 100% ремонт средний. без долгов документы чистые не в залоге небольшой торг можно через банк"
4-комнатная квартира · 75.6 м² · 5/5 этаж,21 500 000 〒,,Кеншилер 121 — 15 мкр,https://krisha.kz/a/show/761072878,,панельный,1980,5 из 5,2.5 м,,"не новый, но аккуратный ремонт",75.6 м²,"Пластиковые окна, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор, кондиционер.

Квартира составляет 75, 6 кв м. угловая 5 этаж. В 2023 году был произведен косметический ремонт, установлены натяжные потолки, пластиковые окна, полностью новая проводка, в 2024 году осенью была сделана модернизация крыши. В квартире так же имеется кладовая, так же как и на балконе. Дом очень теплый не смотря на угловое положение, круглый год открыты окна, квартира не в ипотеке, и не в залоге, также 3 месяца назад был проведен ремонт во всем подъезде. Соседи дружелюбные. Все документы в порядке. Также при покупке квартиры к ней идет дача на Горняке 8 соток (имеется домик, виноград, малина, клубника, яблоня, груша) Также рассматриваем обмен на частный дом."
2-комнатная квартира · 54.5 м² · 2/3 этаж,12 000 000 〒,,Б.Момушаулы 49б — За народным банком,https://krisha.kz/a/show/760184863,,кирпичный,1990,2 из 3,2.6 м,,"не новый, но аккуратный ремонт","54.5 м², Площадь кухни — 7 м²","Пластиковые окна, комнаты изолированы, кладовка.

если вы устали от шумных соседей этот вариант для вас, в подъезде 9квартир. подъезд на замке 
квартира нестандартной планировки, из лоджии сделана кухня, а из кухни небольшая столовая. все перепланировки узаконены, отопление и канализация полностью поменяли до подвала на пластик, большая лоджия облагорожена, школа, магазины и другая инфраструктура в шаговой доступности."
3-комнатная квартира · 68.1 м² · 5/5 этаж,11 500 000 〒,,Торайгырова 22,https://krisha.kz/a/show/699449682,,панельный,1984,5 из 5,2.5 м,,,68.1 м²,"Пластиковые окна, тихий двор.

продам 3х комнатную квартиру. Квартира теплая, крыша не течет. Хорошая транспортная развязка. Рядом есть больницы, школа, аптеки, остановки. По всем вопросам звонить и писать по номеру."
2-комнатная квартира · 46.3 м² · 4/5 этаж,10 500 000 〒,,Дуйсембаева 26/21,https://krisha.kz/a/show/699448860,,,1975,4 из 5,2.5 м,,,46.3 м²,"Пластиковые окна, улучшенная.

продам 2х комнатную квартиру. Квартира находится в центре, рядом есть все. Базары, магазины, торговые дома. В квартире свежий ремонт. Также рассматриваем обмен на 1 комнатную с вашей доплатой."
4-комнатная квартира · 83.3 м² · 1/9 этаж,21 000 000 〒,,8-й микрорайон 70 — Абая-Ауэзова,https://krisha.kz/a/show/691163362,,панельный,1991,1 из 9,2.5 м,,,"83.3 м², Площадь кухни — 13.3 м²","Продам улучшенную 4-комнатную квартиру в центре города. Дом панельный 1991 г. Проходит в ипотеку в любом банке. ТОЛЬКО ПРОДАЖА. обмен НЕ ПРЕДЛАГАТЬ! 
О квартире: Двойная входная дверь. одна железная, другая деревянная. Стены и потолки вытянуты. натяжные потолки. На полу постелен утолщенный линолеум, можно ходить босиком в любое время года. 
В связи с последними событиями, наш дом не размораживался и проблем никаких нет. Хорошие межкомнатные двери. Пластиковые окна. Большая кухня с кладовкой застекленной лоджией. Сантехника в хорошем состоянии. квартира делалась для себя и всё менялось. Заезжай и живи. комнаты изолированы. 
На всё стоят счетчики. комуслуги выходят немного. видеонаблюдение! Прекрасные соседи. отличный район! 
Хорошо развита инфраструктура. Рядом автобусные остановки. Продуктовые магазины в шаговой доступности, во дворе детский сад, Школа Nº23, школа лицей Nº36. две детские игровые площадки, развивающий центр, супермаРКеты и минимаРКеты все рядом. ПаРКовочные места во дворе и есть ещё платная, охраняемая стоянка. торг! 
Продаем в связи с переездом. цена как за 3-комнатную. Так как есть срочность ХОРОШИЙ ТОРГ! 
ОТЛИЧНАЯ квартирА В ПРЕКРАСНОМ РАЙОНЕ ЗА НЕБОЛЬШИЕ ДЕНЬГИ. сравните другие предложения 
-наш вариант самый выгодный!после нового года цена будет дороже!"
3-комнатная квартира · 56.4 м² · 4/5 этаж,13 500 000 〒,,Ауезова 4,https://krisha.kz/a/show/762334372,,панельный,1969,4 из 5,2.5 м,,,56.4 м²,"Пластиковые окна, неугловая, комнаты изолированы, счётчики, тихий двор.

продам Зх комнатную 
квартиру в районе Береке 
Банка. удобная локация, центр 
города. В шаговой 
доступности магазины, школы, стадион ""Шахтер' 
"" Береке банк"". Недалеко есть остановки. Во дворе также 
есть детская площадка. Квартира очень теплая 
светлая и уютная. В квартире нет посторонних запахов. 
 
Квартира в залоге в RBК ВАNК. 1.500.000тг. Также долг по 
теплу 300 О0Отг"
3-комнатная квартира · 65 м² · 3/9 этаж,24 500 000 〒,,ул. Абая,https://krisha.kz/a/show/694501896,,панельный,1991,3 из 9,,,свежий ремонт,"65 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики, кондиционер.

продам теплую трехкомнатную квартиру с мебелью на комфортном 3 этаже 9 этажного дома лифт работает хороший ремонт не угловая комнаты изолированы. все счетчики две застекленные лоджии -- выходят на спорткомплекс и во двор квартира сдается под охрану есть сигнализация. во дворе большая детская площадка и много места для парковки авто. Находится возле спорткомплекса Джасыбай детсады и школы рядом в шаговой доступности музыкальная школа. недалеко Максимол и рынок Болашак отличный район торг"
4-комнатная квартира · 96.9 м² · 4/9 этаж,28 000 000 〒,,Ауэзова 49 — Болашак,https://krisha.kz/a/show/696491970,,панельный,1991,4 из 9,2.7 м,,"не новый, но аккуратный ремонт","96.9 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор, кондиционер.

Продам 4-х комнатную квартиру в центре города (на против Болошак). Квартира большая, светлая 96, 9 м2. Все комнаты большие, очень тёплая, на 4 этаже. Есть кондиционер, водонагреватель. Ремонт средней. Кладовка на этаже для велосипедов и тд. Балкон и лоджия застеклены. Двойной стеклопакет из качественного материала. Удобная квартира для большой семьи."
2-комнатная квартира · 52.2 м² · 5/6 этаж,16 000 000 〒,Максимолл,"М. Жусупа 52/6 — ТД Камилла, ХСК, школы 24,26, ТД Болашак, Максимолл",https://krisha.kz/a/show/760594807,,панельный,1987,5 из 6,2.7 м,,,"52.2 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор, кондиционер.

Продаю светлую, уютную 2-ком кв. на 5эт в 6-этажном доме в центре города. В квартире останутся водонагреватель, в прихожей новый светлый шкаф на заказ. Линолеум, межкомнатные двери свежие- 2г ремонту. Потолок натяжной в зале. Окна пластиковые везде, балкон пластик и облагорожен. Входные нов двери металл. Прекрасные, очень дружные соседи. Подъезд с ремонтом, поменяны общие трубы гор и хол воды, козырек сделан при входе в подъезд. Расположение дома лучшее- все рядом (ТД Максимолл, Болашак, Камилла, остановки, дет сады, школы (24, 26, 36, 10), Спорт Комплекс и др). Торг минимальный."
2-комнатная квартира · 52.4 м² · 7/10 этаж,14 200 000 〒,Гамма,"Ауэзова 49/4 — Маг Сары-Арка, Дайяна, ТД Болашак, Максимолл, Гамма",https://krisha.kz/a/show/760855050,,панельный,1989,7 из 10,2.7 м,,"не новый, но аккуратный ремонт","52.4 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор.

Теплая, уютная, неугловая квартира в самом сердце города Ауэзова 49/3 (1989гп) на 7эт в 10эт доме. В квартире титан на 50л (установили в 2024г), мебель и техника не новые, но можно использовать для аренды (готовый бизнес). Балкон (простое остекление), окна пластик. Имеются все счетчики (свет, вода, тепло)-это значительная экономия. В подъезде свежий ремонт, соседи дружные, старшая по подъезду четко следит за порядком. Рядом школы 24, 26, 36, дет сад 1 и другие, во дворе новая детская площадка, все что надо в шаговой доступности- отличное расположение дома и без прямого ветра. Все что в квартире остается."
3-комнатная квартира · 72 м² · 1/6 этаж,19 400 000 〒,д/б Мечта,"Абая 49/1 — Муз школа, ТД Сириус, Тулпар, парк Шахтера, д/б Мечта",https://krisha.kz/a/show/760465697,,панельный,1990,1 из 6,2.7 м,,"не новый, но аккуратный ремонт","72 м², Площадь кухни — 8.8 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор, удобно под коммерцию.

Просторная, неугловая, теплая, уютная 3-ком кв (72квм) на 1эт (нет ни муравьев, ни плесени) в самом центре города (дом 1990 г.п. Абая 49/1). Планировка шикарная- квартира на 2 стороны (2 спальни 19.1квм и 12.3квм выходят на сторону улицы и 2 комнаты во двор (кухня 8, 8квм и зал 19квм). На площадке 2 квартиры, в подъезде всего 12 квартир (соседи дружнее, мусора нет). Все счетчики- на воду, свет, тепло (значительная экономия на комм услугах). Новая сантехника, трубы пластик, окна пластиковые. Межкомнатные двери натуральное дерево, входная новая металлическая. Квартира без мебели. Балкона нет, но есть разрешение от архитектуры на строительство пристройки, заложен фундамент. Во дворе достойная детская площадка. Локация лучшая-рядом Муз. школа, школы 24, 26, 36, дет сады, ТД Сириус, Тулпар, Сары-арка, Болашак, Максимолл, парк Шахтера. Центр-одним словом. Торг минимальный."
3-комнатная квартира · 53.2 м² · 3/4 этаж,12 500 000 〒,Худ школа,"М.Жусуп 39 — Аптека Гранд Люкс, кафе Измир, Худ школа",https://krisha.kz/a/show/762270848,,кирпичный,1968,3 из 4,2.5 м,,"не новый, но аккуратный ремонт","53.2 м², Площадь кухни — 5.7 м²","Пластиковые окна, неугловая, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Теплая, чистая, уютная 3-ком кВ (53.2квм) на 3 эт в 4-эт доме (М. Жусуп 39) в центре города. Ремонт делали для себя. Балкон пластиком застеклен (шкаф и пуфик останутся). Трубы сантехника пластик, натяжные потолки. Имеется в квартире кладовка (шкаф-купе). Останется кухонный гарнитур (стенка), прихожая, водонагреватель, если необходимо можем оставить двухъярусную кровать. Дом кирпичный. Под ипотеку проходит. Остановки, худ школа, аптека, ТД Максимолл, Болашак все рядом. Без долгов, без залога. Продаю в связи с переездом. Торг минимальный."
2-комнатная квартира · 52.2 м² · 3/6 этаж,15 500 000 〒,детские сады 1,"М. Жусупа 52/6 — ТД Камилла, ХСК, школы 24, 26, детские сады 1",https://krisha.kz/a/show/760593236,,панельный,1987,3 из 6,2.7 м,,"не новый, но аккуратный ремонт","52.2 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер.

Уютная, теплая 2-ком квартира на 3эт (золотая середина) в самом центре города М. Жусуп 52/6 (все рядом ТД Болашак, Максимолл, Камилла, школы 24, 26, дет сады 1, 9, новый Центр Развития детей и многое другое). Сантехника новая, трубы пластиковые, канализ труба поменяна на пластик. Двери входные двойные металл и дерево. Окна все пластиковые, балкон застеклен пластиком. Все счетчики (экономия на комм услугах). Соседи прекрасные-дружные и тихие. В подъезде ремонт, козырек в подъезд новый, трубы гор и хол воды в нашем подъезде все новые пластиковые (это все сами собрались и отремонтировали). В доме маг Каралина, пункт чистой воды на разлив. В квартире останутся кухонный гарнитур, стол, кондиционер, водонагреватель."
1-комнатная квартира · 28.5 м² · 4/5 этаж,7 200 000 〒,мед центр Нур,"М.Жусуп 71 — ГК Homeparg, маг Достык, Пирамиса, Тарлан, банк Евразийский, мед центр Нур",https://krisha.kz/a/show/762146565,,панельный,1979,4 из 5,2.5 м,,требует ремонта,"28.5 м², Площадь кухни — 5.8 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Теплая, небольшая, неугловая, светлая 1-ком квартира в центре города. Окно на кухне пластиковое, трубы пластиковые, сантехника в порядке. Дверь металлическая. Лоджия имеет длину 2, 4м и ширину 1, 3м. Имеется подобие кладовки/гардеробной (кто что захочет). Квартира не сдавалась. Соседи тихие, спокойные. Ремонт необходим-сделаете под свой вкус (не квартиру, а конфетку!). Все в шаговой доступности -дет. сады, школы, магазины, банки, парк Шахтера и тд. 
В квартире остается все, что на фото. Не в залоге, без долгов. Торг небольшой будет. Я не риэлтор, продаю квариру сестры."
4-комнатная квартира · 80.4 м² · 7/10 этаж,26 000 000 〒,,Сатпаева 8 3,https://krisha.kz/a/show/761355016,,панельный,1988,7 из 10,2.7 м,,"не новый, но аккуратный ремонт",80.4 м²,"Продам 4-х комн. кв., 5а мкр, этаж 7/10. 
 
Квартира теплая, частично мебелирована. 
Балконы застеклены. Большая лоджия. Лифт работает. В подвале установлен общий счетчик теплоснабжения. Крыша отремонтирована. Современная детская площадка. 
 
Находится в центре города, в шаговой доступности детский сад номер 1, школы номер 24, 26, спорт комплекс жасыбай, рядом трц Максимол, Болашак, Гамма. 
Срочно продам."
2-комнатная квартира · 46 м² · 5/5 этаж,12 300 000 〒,,Машхур Жусупа,https://krisha.kz/a/show/694127566,,кирпичный,1966,5 из 5,2.5 м,,свежий ремонт,46 м²,"Неугловая, улучшенная, комнаты изолированы, тихий двор, кондиционер.

Система умного дома может работать от Алисы, мебель остается ."
3-комнатная квартира · 65 м² · 1/5 этаж,17 500 000 〒,,М жусупа,https://krisha.kz/a/show/695944945,,,1978,1 из 5,,,свежий ремонт,"65 м², Площадь кухни — 7 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор, удобно под коммерцию.

Продам очень теплую хорошую квартиру с ремонтом. теплые полы. Подвал сухой. Есть кладовка в подьезде и дома 
Вся мебель остается"
3-комнатная квартира · 68 м² · 2/5 этаж,17 000 000 〒,,Кеншилер — Кеншилер жусупа,https://krisha.kz/a/show/682106236,,панельный,1969,2 из 5,2.5 м,,свежий ремонт,68 м²,"Пластиковые окна, улучшенная, счётчики, тихий двор.

Продам 3х-ком квартиру в центре города. С улучшенной планировкой туалет ванна раздельно, везде пластиковые окна. Второй этаж ремонт свежий квартира в отличном состоянии. Без долгов не в залоге. Можно также через Халык банк можно в ипотеку взять."
4-комнатная квартира · 88.7 м² · 3/6 этаж,18 000 000 〒,,Естая Беркимбаева 112,https://krisha.kz/a/show/691941108,,панельный,1991,3 из 6,2.7 м,,требует ремонта,"88.7 м², Площадь кухни — 8.9 м²",
4-комнатная квартира · 88.7 м² · 3/6 этаж,18 000 000 〒,,Беркимбаева 112,https://krisha.kz/a/show/698273560,,панельный,1991,3 из 6,2.7 м,,,"88.7 м², Площадь кухни — 8.9 м²",
2-комнатная квартира · 41.5 м² · 2/5 этаж,11 500 000 〒,,Беркимбаева 186,https://krisha.kz/a/show/699781455,,панельный,1984,2 из 5,2.45 м,,свежий ремонт,"41.5 м², Площадь кухни — 5.6 м²","Неугловая, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер.

Продаю 2х комнатную квартиру на 2 этаже. Хорошие соседи. Остановка в 1мин от дома (9, 6, 3, 33). На 1 этаже опорный пункт. Лоджия застекленная (пластиковые окна). Можно в ипотеку. Квартира без Долгов. В квартире остаётся спальный гарнитур, кухонный гарнитур (новый), водонагреватель и кондиционер."
2-комнатная квартира · 74.7 м² · 1/3 этаж,17 000 000 〒,,Г.Сагиденова 10 — Возле Акку - клуба,https://krisha.kz/a/show/695697978,,кирпичный,1979,1 из 3,2.3 м,,свежий ремонт,"74.7 м², Площадь кухни — 19 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня, счётчики, тихий двор, кондиционер.

квартира находится в тихом районе, хорошие соседи. квартира переделана из 3-х комнатной в 2-х. Увеличили площадь кухни. Рядом 5, 6 школы, сад. Магазины в шаговой доступности. Мебель остается полностью. Кондиционер, бойлер для нагрева воды. Решетки на окнах, балкон и лоджия застелены."
4-комнатная квартира · 76.8 м² · 1/9 этаж,21 500 000 〒,36,"Сатпаева 30/2 — Гринвич, Отрар, сош 23,36",https://krisha.kz/a/show/685129740,,панельный,1984,1 из 9,2.85 м,,"не новый, но аккуратный ремонт","76.8 м², Площадь кухни — 8.7 м²","Пластиковые окна, комнаты изолированы, кладовка, счётчики, тихий двор, кондиционер.

Продам за 21500000"
2-комнатная квартира · 54 м² · 4/9 этаж,18 000 000 〒,,М.жусупа 47 — Дом за Акиматом,https://krisha.kz/a/show/760968438,,панельный,1986,4 из 9,2.7 м,,,"54 м², Площадь кухни — 11 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Дом за Акиматом, солнечная сторона, ипотека, обмена нет, только продажа. встроеная кухня. посудомоечная машина, индукционная плита, духовой шкаф, вытяжка это всё остаётся. Один хозяин, пустует, просмотр предворительно договариваться."
1-комнатная квартира · 34.9 м² · 6/6 этаж,8 000 000 〒,,Ауэзова 97 — Ауэзова-Беркимбаева,https://krisha.kz/a/show/677114346,,панельный,1988,6 из 6,,,требует ремонта,"34.9 м², жилая — 18.3 м², Площадь кухни — 5.6 м²","Продам 1-ком. кв, 9мкр, 6/6, по адресу М Ауэзова 97. Все счётчики на воду, свет и тепло, есть балкон, кск. В квартире кондиционер, титан, есть технический этаж. Рядом школа#18, я/сады #14, #13, магазины, Отырар, Гринвич, аптеки и удобная транспортная развязка. Квартира без залога, обременений и долгов. Ипотеку не предлагать, без торга. Обмена тоже нет."
1-комнатная квартира · 1 м² · 5/5 этаж,6 500 000 〒,,Королева 80,https://krisha.kz/a/show/761929107,,панельный,1979,5 из 5,2.5 м,,,1 м²,
2-комнатная квартира · 47 м² · 4/5 этаж,7 900 000 〒,,Царёва 6,https://krisha.kz/a/show/761700561,,панельный,1970,4 из 5,2.7 м,,,"47 м², Площадь кухни — 6 м²","Продам 2-ух комнатную квартиру. Квартира в стадии ремонта. На Кухню заказан новый кухонный гарнитур, а также болкон под ключ, продаём в связи с отъездом"
2-комнатная квартира · 52 м² · 6/6 этаж,13 000 000 〒,,Сатпаева 12,https://krisha.kz/a/show/760864329,,панельный,1990,6 из 6,2.8 м,,,"52 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, комнаты изолированы, счётчики, тихий двор, кондиционер.

Продам 2 ком кв Сатпаева 12 6 эт из 6 этажей, крыша не бежит провели капитальный ремонт и крыши и подвала замена труб, зимой тепло, летом есть кондиционер холодит отлично, все вопросы по телефону"
